title,year,journal,doi,volume,authors,url,language,abstract,category,type,focus,Cfoc_1,Cfoc_2,Cfoc_3,Cmult_foc,Ofoc_1,Ofoc_2,Ofoc_3,Omult_foc,location,sub_location,mult_location,international,life_history_stage,study_duration,experiment_type,nat_product_benefit,keywords,recommendation
"Morphological and mechanical properties of two alcyonaceans, Sinularia flexibilis and S-capillosa",1997,ZOOLOGICAL STUDIES,NA,36,"Lin, MC and Dai, CF",NA,english,"Drag and changes of colony morphology under various flow velocities of 2 sympatric alcyonaceans, Sinularia flexibilis and S. capillosa, were studied. The mechanical properties of tissues from these 2 species were also investigated. Colonies of the 2 species have similar mophological and mechanical properties. Flexibility of the colonies enables them to bend into a drag-reducing orientation at higher flow velocities by collapsing the colony, thus bringing it nearer the substratum. In addition, the 2 species also have a similar volume fraction of sclerites and similar stiffness of intact colony tissue. However, the 2 species differ in sclerite size, and the stiffness of S. flexibilis after decalcification is higher than that of S. capillosa. These facts indicate that sclerites may not be the only factor affecting the stiffness of S. flexibilis and S. capillosa; the stiffness of the mesoglea may also play an important role. The results show that these 2 sympatric species possess similar morphological and mechanical properties to reduce drag, but they achieve this through different skeletal constitutions.",dynamics,octocoral,multiple,sinularia_flexibilis,sinularia_capillosa,NA,NA,NA,NA,NA,NA,south,nanwan_bay,NA,N,adult,short,laboratory,NA,biomechanics; drag; sclerite; water flow,NA
Cytotoxic sterols from the soft coral <i>Nephthea erecta </i>,1998,JOURNAL OF NATURAL PRODUCTS,10.1021/np9800497,61,"Duh, CY and Wang, SK and Chu, MJ and Sheu, JH",NA,english,"Two new cytotoxic sterols, 24-methylcholesta-5,24(28)-diene-3 beta,15 beta, 19-triol (1) and 24-methylcholesta-5,24(28)-diene-3 beta, 19-diol-7-one (2), as well as four cytotoxic sterols, 24-methylcholesta-5,24(28)-diene-3 beta,19-diol (3), 24-methylcholesta-5,24(28)-diene-3 beta,19-diol-7 beta-mono-aetate (4), 24-methylcholesta-5,24(28)-diene-3 beta,7 beta, 19-triol(5), and 24-methylcholesta-24(28)ene-3 beta,5 alpha,6 beta,19-tetraol (6), have been isolated from the soft coral Nephthea erecta. The structures of compounds 1 and 2 were determined by spectral analysis.",natural_products,octocoral,single,nephthea_erecta,NA,NA,NA,NA,NA,NA,NA,offshore_island,green_island,NA,N,adult,undefined,laboratory,cancer,NA,NA
A novel cytotoxic biscembranoid from the formosan soft coral Sinularia flexibilis,1998,Tetrahedron Letters,10.1016/S0040-4039(98)01512-3,39,"Duh, Chang-Yih and Wang, Shang-Kwei and Tseng, Hsien-Kai and Sheu, Jyh-Horng",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032563971&doi=10.1016%2fS0040-4039%2898%2901512-3&partnerID=40&md5=f74a240732f575f7978a1b3e19d2494a,english,"A novel cytotoxic biscembranoid diterpene, sinuflexlin (1), have been isolated from the soft coral Sinularia flexibilis. The structure of 1 (novel carbon skeleton) was determined by 1D and 2D NMR spectral analysis.",natural_products,octocoral,single,sinularia_flexibilis,NA,NA,NA,NA,NA,NA,NA,south,kenting_national_park,NA,N,adult,undefined,laboratory,cancer,NA,NA
Novel cytotoxic cembranoids from the soft coral <i>Sinularia flexibilis</i>,1998,JOURNAL OF NATURAL PRODUCTS,10.1021/np980021v,61,"Duh, CY and Wang, SK and Tseng, HK and Sheu, JH and Chiang, MY",NA,english,"Three new cytotoxic cembranoid diterpenes, sinuflexolide (1), dihydrosinuflexolide (2), and sinuflexibilin (3), have been isolated from the soft coral Sinularia flexibilis. The structures of compounds 1-3 were determined by spectral and X-ray crystallographic analysis.",natural_products,octocoral,single,sinularia_flexibilis,NA,NA,NA,NA,NA,NA,NA,south,kenting_national_park,NA,N,adult,undefined,laboratory,cancer,NA,NA
"Pleistocene coral reefs associated with claystones, southwestern Taiwan",1998,Coral Reefs,10.1007/s003380050121,17,"Gong, S.-Y. and Wang, S.-W. and Lee, T.-Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031717939&doi=10.1007%2fs003380050121&partnerID=40&md5=b801a42a1ef3c5b9330f12e66082e1df,english,"Scleractinian coral reefs, when coexistent with siliciclastic sediments, usually occur in association with deltaic or coastal sands. Nevertheless, Pleistocene reef limestones in southwestern Taiwan are developed in association with thick claystones that were deposited in a deeper-water environment. These reef limestones are characterized by: (1) rapid transition from underlying claystones upward to reefal limestones, (2) lateral interfingering with open-shelf claystones, (3) being overlain by terrestrial deposits or exposed with no covering strata, and (4) being located in close association with anticlines. The authors propose that these reef limestones developed on anticlinal ridges raised above the adjacent sea floor by thrust-front migration in a foreland setting.",dynamics,scleractinian,community,NA,NA,NA,NA,NA,NA,NA,NA,multiple,NA,NA,N,adult,undefined,laboratory,NA,Coral reefs; Tectonic control; Siliciclastics; Foreland wasiN; Pleistocene; Taiwan,NA
Ecological survey of coastal water adjacent to nuclear power plants in Taiwan,1998,Chemistry and Ecology,10.1080/02757549808037625,14,"Hung, Tsu-Chang and Huang, Che-Chung and Shao, Kwang-Tsao",https://www.scopus.com/inward/record.uri?eid=2-s2.0-11744269329&partnerID=40&md5=949bff0743aa744687ac70cbf791dbde,english,"A total of six nuclear reactors installed in three power plants, two along the northern and one along the southern coasts of Taiwan, started their operations one after another since October 1977. Owing to the large quantities of cooling water intake into and discharge from the plants, some environmental factors such as water temperature, chlorine, environmental radioactivity and nearshore currents may be significantly changed. Variations of these abiotic environmental factors may influence the biological activities in the ecosystem, particularly doing some kinds of damage to marine biological resources. Therefore, the possible environmental impact upon the biological systems including the fishery resources along the northern and southern coasts of Taiwan should be studied before and during the plant operation. We have started the long-term programmes of biological, chemical and hydrographical surveys of the nuclear power plant sites on both northern (since July 1974) and southern (since July 1979) coasts of Taiwan. The survey items include ocean currents, physical and chemical properties of sea water, primary productivity, specific compositions and interspecific relationships among phyto- and zooplankton, algae, invertebrates, corals, and fishes; and radionuclides in water and biological specimens, and fishery statistics. In general, except for a few events, the operations of the six units of nuclear power plants have not produced detectable effects on the marine ecosystem. Radio-activity levels and radionuclides in water and the biological specimens remained the same as background levels throughout the survey period. However, the events of coral bleaching and fish body anomalies caused by thermal discharges were observed respectively along the outlets of third and second Nuclear Power Plants. The purposes of this paper are to report and evaluate these two events during the operations of nuclear power plants in Taiwan.",other_stressor,mix,multiple,NA,NA,NA,acroporidae; pocilloporidae; poritidae; faviidae; alcyoniidae,fish,NA,NA,NA,multiple,NA,northeast_coast; nanwan_bay,N,undefined,long,mixed,NA,NA,policy
Sexual reproduction of the scleractinian coral Merulina ampliata in southern Taiwan,1998,Bulletin of Marine Science,NA,62,"Fan, Tung-Yung and Dai, Chang-Feng",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032230177&partnerID=40&md5=0d23ede281efa2d6f9398cceb475b76f,english,"Sexual reproduction of the scleractinian coral Merulina ampliata in Nanwan Bay, southern Taiwan was studied from 1990 to 1993. M. ampliata is a hermaphroditic broadcast spawner. Colony size at sexual maturity was 5.0-10.0 cm in diameter. Mature egg size and fecundity were 210 μm and 952 eggs cm-2 yr-1 respectively. Monthly changes of mean oocyte diameters and frequencies of colonies containing different stages of gametes indicated a brief annual gametogenic cycle. Oogenesis began in June 1991 and May 1992. Spermatogenesis began 1 mo later than oogenesis. Spawning occurred in September 1990 and 1991, and August and September 1992 during late summer to early autumn. Spawning of M. ampliata took place about 1 to 2 mo later in southern Taiwan than in Okinawa. The delayed reproduction of M. ampliata at the lower latitude (southern Taiwan) suggests that sea temperature may not operate as a primary factor controlling the reproductive seasonality of this single.",reproduction,scleractinian,single,merulina_ampliata,NA,NA,NA,NA,NA,NA,NA,south,nanwan_bay,NA,N,adult,long,laboratory,NA,NA,NA
"Novel cytotoxic diterpenes, excavatolides A-E, isolated from the Formosan gorgonian Briareum excavatum",1998,JOURNAL OF NATURAL PRODUCTS,10.1021/np970553w,61,"Sheu, JH and Sung, PJ and Cheng, MC and Liu, HY and Fang, LS and Duh, CY and Chiang, MY",https://pubs.acs.org/doi/full/10.1021/np970553w?casa_token=b20Y0ZUBIiEAAAAA%3Ah5ltKddKxXyDhx2OSMieNi33SOJeGymXfuAYlGz7ljwmRAZiyyjsxzZY23-p5wM0q366ktMnFDIhBag,english,"The chemistry of Briareum excavatum, a Formosan gorgonian coral, was investigated. This study has led to the isolation of five novel marine natural products, excavatolides A-E (1-5), together with brianolide (6). The structures of the above compounds were established by spectral and chemical methods. The relative configuration of excavatolide B (2) was further confirmed by a single-crystal X-ray structure analysis. Cytotoxicity of these compounds toward various cancer cell lines also is described.",natural_products,octocoral,single,briareum_excavatum,NA,NA,NA,NA,NA,NA,NA,south,nanwan_bay,NA,N,adult,undefined,laboratory,cancer; cytotoxicity,NA,further_research
The involvement of calcium in heat-induced coral bleaching,1998,ZOOLOGICAL STUDIES,NA,37,"Huang, SP and Lin, KL and Fang, LS",NA,english,"Coral bleaching is inducible by elevated sea water temperature. At the subcellular level the mechanism of bleaching is unclear. We investigated the relationship between intracellular calcium concentration and bleaching induced by elevated temperature. Intracellular calcium concentration rose in proportion to the duration of heat treatment. Bleaching was inhibited after applying the calcium chelator EGTA and the cation ionophore A23187 to deplete extra-and intracellular calcium concentrations. Further, heat-induced coral bleaching was inhibited when the ambient calcium concentration in sea water was reduced or depleted. The extent of bleaching was correlated with the calcium concentration of the sea water. These findings indicate that calcium plays a pivotal role in the subcellular mechanism of coral bleaching.",climate_change,scleractinian,single,acropora_grandis,NA,NA,NA,NA,NA,NA,NA,south,nanwan_bay,NA,N,adult,short,laboratory,NA,coral bleaching; calcium concentration; exocytosis,further_research
A novel cytotoxic norditerpenoid from the Formosan soft coral <i>Sinularia inelegans</i>,1999,TETRAHEDRON LETTERS,10.1016/S0040-4039(99)01194-6,40,"Duh, CY and Wang, SK and Chia, MC and Chiang, MY",NA,english,"A novel cytotoxic norditerpenoid, ineleganolide (1), has been isolated from the soft coral Sinularia inelegans, The structure of 1 (novel carbon skeleton) was determined by spectral and X-ray diffraction analysis. (C) 1999 Elsevier Science Ltd. All rights reserved.",natural_products,octocoral,single,sinularia_inelegans,NA,NA,NA,NA,NA,NA,NA,offshore_island,green_island,NA,N,adult,undefined,laboratory,cancer,soft coral; Sinularia inelegans; cytotoxic; norditerpenoid; ineleganolide,NA
"A very large poritid colony at Green Island, Taiwan",1999,CORAL REEFS,10.1007/s003380050151,18,"Soong, K and Chen, CA and Chang, JC",NA,english,NA,dynamics,scleractinian,single,porites_lobata,NA,NA,NA,NA,NA,NA,NA,offshore_island,green_island,NA,N,adult,short,field,NA,NA,management
Chemical constituents of a formosan soft coral <i>Sinularia</i> sp.,1999,JOURNAL OF THE CHINESE CHEMICAL SOCIETY,10.1002/jccs.199900040,46,"Sheu, JH and Chang, KC and Sung, PJ and Duh, CY and Shen, YC",NA,english,"A new marine sterol 7 beta-hydroperoxy-24-methylenecholesterol (1) along with five known compounds sarcophytol A (2), (Z)-N- {[}2-(4-hydroxyphenyl)ethyl] -3-methiyldodec-2-enamide (3), 5 alpha,7 alpha H-eduesm-11(13)en-4 alpha-ol (4), 24-methylenecholesterol (5) and 1 beta-hydroxy-alpha-cyperone (6) have been isolated from a Formosan soft coral Sinularia sp. The structures of the above compounds were determined by spectral analyses. Cytotoxicity of compounds 1-6 toward various cancer cell lines also is reported.",natural_products,octocoral,single,sinularia_sp,NA,NA,NA,NA,NA,NA,NA,south,kenting_national_park,NA,N,adult,undefined,laboratory,NA,Sinularia sp; soft coral; hydroperoxysterol; cembranoid diterpene; sesquiterpenes; cytotoxicity,NA
"Briaexcavatolides A-J, new diterpenes from the gorgonian Briareum excavatum",1999,TETRAHEDRON,10.1016/S0040-4020(99)00931-X,55,"Sheu, JH and Sung, PJ and Su, JH and Liu, HY and Duh, CY and Chiang, MY",https://www.sciencedirect.com/science/article/abs/pii/S004040209900931X,english,"Ten new briarane-type diterpenes have been isolated from the gorgonian octocoral Briareum excavatum. The structures of these secondary metabolites, named briaexcavatolides A-J (1-10), were established by spectroscopic and chemical methods. The structure, including the relative configuration of briaexcavatolide B (2), was further confirmed by a single-crystal X-ray structure analysis. Cytotoxicity of these compounds toward various cancer cell lines also is described. (C) 1999 Elsevier Science Ltd. All rights reserved.",natural_products,octocoral,single,briareum_excavatum,NA,NA,NA,NA,NA,NA,NA,south,kenting_national_park,NA,N,adult,undefined,laboratory,cancer; cytotoxicity,Briareum excavatum; briarane diterpene; briaexcavatolide; gorgonian; cytotoxicity,NA
Reproductive plasticity in the reef coral Echinopora lamellosa,1999,Marine Ecology Progress Series,10.3354/meps190297,190,"Fan, Tung-Yung and Dai, Chang-Feng",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033554833&doi=10.3354%2fmeps190297&partnerID=40&md5=3604270ad4dc8909c41b163d94604f8b,english,"The reproductive timing and mature egg size of the reef coral Echinopora lamellosa were different between the northern Taiwan and southern Taiwan populations. A reciprocal transplant experiment was conducted to study the influences of environment on the observed differences in reproductive traits between the 2 populations. The reproductive timing of the transplanted colonies in southern Taiwan and mature egg size of the transplanted colonies in both northern and southern Taiwan changed, compared to those of the original populations. This suggests that these reproductive traits are plastic and environmental factors may play an important role in regulating them. Furthermore, the growth of early stage oocytes was faster and the spawning began 2 mo earlier in the transplanted southern Taiwan colonies than those of the original populations in northern Taiwan. This suggests that the timing of reproductive activity of the transplanted E. lamellosa in southern Taiwan may be accelerated by the warmer seawater temperature.",reproduction,scleractinian,single,echinopora_lamellosa,NA,NA,NA,NA,NA,NA,NA,multiple,NA,northeast_coast; nanwan_bay,N,multiple,long,field,NA,Reproductive timing; Egg size; Phenotypic plasticity; Reciprocal transplant experiment; Reef coral,NA
